"source_state","target_state","seed","model","metric","value","exclusion_reason"
"MD","VA",2,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",2,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",2,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",3,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",3,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",3,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",4,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",4,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",4,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",5,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",5,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",5,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",6,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",6,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",6,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",7,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",7,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",7,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",8,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",8,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",8,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","VA",9,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","VA",9,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","VA",9,"blind","mechanism_main_abs_logit_mean",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","MD",0,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","MD",0,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","MD",0,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","MD",1,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","MD",1,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","MD",1,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","MD",2,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","MD",2,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","MD",2,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","MD",3,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","MD",3,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","MD",3,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","MD",4,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","MD",4,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","MD",4,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","MD",5,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","MD",5,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","MD",5,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","MD",6,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","MD",6,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","MD",6,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","MD",7,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","MD",7,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","MD",7,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","MD",8,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","MD",8,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","MD",8,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"OH","MD",9,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","MD",9,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","MD",9,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",0,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",0,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",0,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"MD","OH",1,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"PA","OH",1,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
"VA","OH",1,"blind","mechanism_main_abs_logit_q95",0,"blind removes the protected attribute; direct protected-main/pair mechanism residual is zero by construction"
